"LRIMOShipNo","ShipName","ShipStatus","ShipStatusEffectiveDate","YearOfBuild","Deadweight","GrossTonnage","ClassificationSociety","FlagName","ShiptypeLevel5","Powerkwmax","Powerkwservice","Powerbhpihpshpmax","Powerbhpihpshpservice","FuelConsumptionMainEnginesonly","FuelConsumptionTotal","FuelType1Capacity","FuelType1Code","FuelType1First","FuelType2Capacity","FuelType2Code","FuelType2Second","NumberOfAllEngines","NumberOfAuxiliaryEngines","NumberofMainEngines","MainEngineDesigner","MainEngineModel","MainEngineStrokeType","MainEngineType","TEU","GroupBeneficialOwner","GroupBeneficialOwnerCountryOfControl","GroupBeneficialOwnerCountryofDomicile","Operator","OperatorCountryOfControl","OperatorCountryofDomicileName","RegisteredOwner","RegisteredOwnerCountryOfControl","RegisteredOwnerCountryofDomicile","ShipManager","ShipManagerCompanyCode","ShipManagerCountryOfControl","ShipManagerCountryofDomicileName","ShipManagerCountryOfRegistration","ShipManagerCoutryofDomicileCode","TechnicalManager","TechnicalManagerCode","TechnicalManagerCountryOfControl","TechnicalManagerCountryOfDomicile","TechnicalManagerCountryOfDomicileCode","TechnicalManagerCountryOfRegistration","DOCCompany","DOCCompanyCountryofDomicile","DOCCompanyCountryofDomicilecode","DOCCountryOfControl","DOCCountryOfRegistration","DocumentofComplianceDOCCompanyCode"
"9178288","SPIRIT OF COLOMBO","In Service/Commission","20000426","2000",30703,26047,"Germanischer Lloyd 2004-08","Singapore","Container Ship (Fully Cellular)",20874,18785,28380,25540,.00,86.00,3008.00,"RF","Residual Fuel",.00,"NN","Not Applicable",1,,1,"B&W","7S70MC","2","Oil",2202,"Rickmers Reederei GmbH & Cie","Germany","Germany","Polaris Shipmanagement Co Ltd","Isle Of Man","Isle Of Man","Alina Navigation Pte Ltd","Germany","Singapore","Rickmers Shipmanagement-SNG","4118232","Germany","Singapore","Singapore","SNG","Rickmers Shipmanagement-SNG","4118232","Germany","Singapore","SNG","Singapore","Rickmers Shipmanagement-SNG","Singapore","SNG","Germany","Singapore","4118232"
"9178290","SPIRIT OF CAPE TOWN","In Service/Commission","20000225","2000",30703,26047,"Germanischer Lloyd 2004-10","Singapore","Container Ship (Fully Cellular)",20874,18785,28380,25540,.00,86.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"B&W","7S70MC","2","Oil",2210,"Rickmers Reederei GmbH & Cie","Germany","Germany","Rickmers Shipmanagement-SNG","Germany","Singapore","Alva Navigation Pte Ltd","Germany","Singapore","Rickmers Shipmanagement-SNG","4118232","Germany","Singapore","Singapore","SNG","Rickmers Shipmanagement-SNG","4118232","Germany","Singapore","SNG","Singapore","Rickmers Shipmanagement-SNG","Singapore","SNG","Germany","Singapore","4118232"
"9178678","NAVIGATOR MARINER","In Service/Commission","20060602","2000",23272,17980,"Det Norske Veritas 2000-10","Liberia","LPG Tanker",7282,0,9901,0,27.70,.00,201.00,"DF","Distillate Fuel",1892.00,"RF","Residual Fuel",4,3,1,"B&W","6S50MC","2","Oil",0,"Navigator Holdings Ltd","United Kingdom","United Kingdom","Navigator Gas LLC","United Kingdom","United Kingdom","Navigator Mariner LLC","United Kingdom","United Kingdom","Navigator Gas LLC","5409142","United Kingdom","United Kingdom","Marshall Islands","GBI","Schulte Shipmanagement-UK","5318129","Germany","United Kingdom","GBI","United Kingdom","Schulte Shipmanagement-UK","United Kingdom","GBI","Germany","United Kingdom","5318129"
"9179402","LUCENA CARRIER","In Service/Commission","20000126","2000",9011,7627,"Bureau Veritas 2000-00","Panama","Refrigerated Cargo Ship ",9191,7959,12496,10821,42.00,47.00,74.00,"DF","Distillate Fuel",1378.00,"RF","Residual Fuel",4,3,1,"MAN-B&W","7S46MC-C","2","Oil",24,"Del Monte International","United Kingdom","United States Of America","Network Shipping Ltd Inc","United Kingdom","United States Of America","Almeria Shipping","United Kingdom","United Kingdom","Norbulk Shipping UK Ltd","1038263","United Kingdom","United Kingdom","United Kingdom","GBI","Norbulk Shipping UK Ltd","1038263","United Kingdom","United Kingdom","GBI","United Kingdom","Norbulk Shipping UK Ltd","United Kingdom","GBI","United Kingdom","United Kingdom","1038263"
"9179476","HE YANG","In Service/Commission","20000907","2000",10935,9030,"China Classification Society 2014-01","China, People's Republic Of","Container Ship (Fully Cellular)",7900,0,10741,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"B&W","5S50MC-C","2","Oil",834,"Peace Ocean Shipping SA","China, People's Republic Of","China, People's Republic Of","Zhoushan Hefeng Shipping Co","China, People's Republic Of","China, People's Republic Of","Zhoushan Hefeng Shipping Co","China, People's Republic Of","China, People's Republic Of","Zhoushan Hefeng Shipping Co","5094874","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","Zhoushan Hehe Int'l Shipmgmt","5670434","","China, People's Republic Of","CHR","China, People's Republic Of","Zhoushan Hehe Int'l Shipmgmt","China, People's Republic Of","CHR","","China, People's Republic Of","5670434"
"9179622","YVES JACOB","In Service/Commission","20000918","2000",71562,40705,"American Bureau of Shipping 2000-00","Liberia","Crude/Oil Products Tanker",12000,0,16315,0,.00,43.00,265.00,"DF","Distillate Fuel",2520.00,"RF","Residual Fuel",4,3,1,"Sulzer","6RTA62U","2","Oil",0,"Hansa Hamburg Shipping","Germany","Germany","Jacob Panamax Tanker Pool","Germany","Germany","Los Roques mbH & Co KG","Germany","Germany","Ernst Jacob GmbH & Co KG","0203888","Germany","Germany","Germany","GEU","Ernst Jacob GmbH & Co KG","0203888","Germany","Germany","GEU","Germany","Ernst Jacob GmbH & Co KG","Germany","GEU","Germany","Germany","0203888"
"9179634","VENICE","In Service/Commission","20010621","2001",81408,43822,"American Bureau of Shipping 2002-01","Marshall Islands","Crude Oil Tanker",12200,0,16587,0,43.00,.00,363.00,"DF","Distillate Fuel",3090.00,"RF","Residual Fuel",1,,1,"Sulzer","6RTA62U","2","Oil",0,"Scorpio Ship Management SAM","Monaco","Monaco","Scorpio Panamax Tanker Pool","Monaco","Monaco","Venice Shipping Co Ltd","Monaco","Monaco","Scorpio Commercial Management","5412359","Monaco","Monaco","Monaco","MON","Scorpio Ship Management SAM","0631141","Monaco","Monaco","MON","Monaco","Scorpio Ship Management SAM","Monaco","MON","Monaco","Monaco","0631141"
"9179696","ATAMAN","In Service/Commission","20010702","2001",72867,38580,"Det Norske Veritas 2010-11","Panama","Bulk Carrier",8680,0,11801,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",4,3,1,"B&W","6S60MC","2","Oil",0,"Transocean Maritime Agencies","Monaco","Monaco","Transocean Maritime Agencies","Monaco","Monaco","Foxford Holdings","Monaco","Monaco","Transocean Maritime Agencies","0771929","Monaco","Monaco","Monaco","MON","Transocean Maritime Agencies","0771929","Monaco","Monaco","MON","Monaco","Transocean Maritime Agencies","Monaco","MON","Monaco","Monaco","0771929"
"9179701","BW NYSA","In Service/Commission","20050209","2000",299543,157814,"Lloyd's Register 2000-02-02","Singapore","Crude Oil Tanker",25468,22940,34626,31189,.00,.00,382.00,"DF","Distillate Fuel",8170.00,"RF","Residual Fuel",5,4,1,"MAN-B&W","7S80MC","2","Oil",0,"BW Group Ltd","Bermuda","Bermuda","BW Maritime Pte Ltd","Bermuda","Singapore","Nysa Shipping","Bermuda","Singapore","BW Maritime Pte Ltd","1898149","Bermuda","Singapore","Singapore","SNG","BW Fleet Management Pte Ltd","5435373","Bermuda","Singapore","SNG","Singapore","BW Fleet Management Pte Ltd","Singapore","SNG","Bermuda","Singapore","5435373"
"9180114","SONANGOL GIRASSOL","In Service/Commission","20000106","2000",159057,81230,"American Bureau of Shipping 2001-00","Bahamas","Crude Oil Tanker",16859,0,22921,0,.00,.00,4347.00,"RF","Residual Fuel",.00,"NN","Not Applicable",1,,1,"B&W","6S70MC","2","Oil",0,"SONANGOL","Angola","Angola","Stena Sonangol Suezmax Pool","Sweden","United States Of America","Sonangol Shipping Girassol Ltd","Angola","United States Of America","Stena Bulk LLC","5025087","Sweden","United States Of America","United States Of America","USA","Wallem Shipmanagement Ltd","0017463","Hong Kong, China","Hong Kong, China","HKG","Hong Kong, China","Wallem Shipmanagement Ltd","Hong Kong, China","HKG","Hong Kong, China","Hong Kong, China","0017463"
"9180152","PROGRESS","In Service/Commission","20000619","2000",306397,160216,"Lloyd's Register 2000-06-19","Isle Of Man","Crude Oil Tanker",25468,0,34626,0,.00,.00,432.00,"DF","Distillate Fuel",6602.00,"RF","Residual Fuel",5,4,1,"MAN-B&W","7S80MC","2","Oil",0,"Independent Tankers Corp Ltd","Norway","Bermuda","SeaTeam Management Pte Ltd","Bermuda","Singapore","Caernarfon Petro Ltd","Norway","Singapore","SeaTeam Management Pte Ltd","5521511","Bermuda","Singapore","Singapore","SNG","SeaTeam Management Pte Ltd","5521511","Bermuda","Singapore","SNG","Singapore","SeaTeam Management Pte Ltd","Singapore","SNG","Bermuda","Singapore","5521511"
"9180255","PRIDE","In Service/Commission","20001116","2000",305994,160216,"Lloyd's Register 2000-11-16","Isle Of Man","Crude Oil Tanker",25468,0,34626,0,.00,.00,432.00,"DF","Distillate Fuel",6602.00,"RF","Residual Fuel",5,4,1,"MAN-B&W","7S80MC","2","Oil",0,"Independent Tankers Corp Ltd","Norway","Bermuda","SeaTeam Management Pte Ltd","Bermuda","Singapore","Holyrood Petro Ltd","Norway","United Kingdom","SeaTeam Management Pte Ltd","5521511","Bermuda","Singapore","Singapore","SNG","SeaTeam Management Pte Ltd","5521511","Bermuda","Singapore","SNG","Singapore","SeaTeam Management Pte Ltd","Singapore","SNG","Bermuda","Singapore","5521511"
"9180279","KUBAN","In Service/Commission","20020313","2000",106562,56076,"Lloyd's Register 2000-01-24","Liberia","Crude Oil Tanker",12000,10804,16315,14689,47.00,50.00,250.00,"DF","Distillate Fuel",2598.00,"RF","Residual Fuel",5,4,1,"Sulzer","6RTA58T","2","Oil",0,"SOVCOMFLOT","Russia","Russia","SCF Novoship JSC","Russia","Russia","Vizelle Maritime SA","Russia","Russia","SCF Novoship JSC","0555655","Russia","Russia","Russia","RUS","SCF Novoship Technical Mgmt","5736481","Russia","Russia","RUS","Russia","SCF Novoship Technical Mgmt","Russia","RUS","Russia","Russia","5736481"
"9180396","IRMA","In Service/Commission","20000228","2000",34947,21387,"American Bureau of Shipping 2000-02","Cyprus","Bulk Carrier",6730,0,9150,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"B&W","5S50MC-C","2","Oil",0,"Polska Zegluga Morska PP","Poland","Poland","Ultrabulk Shipping A/S","Chile","Denmark","Irma Navigation","Poland","Poland","Polska Zegluga Morska PP","0102695","Poland","Poland","Poland","POL","Polska Zegluga Morska PP","0102695","Poland","Poland","POL","Poland","Polska Zegluga Morska PP","Poland","POL","Poland","Poland","0102695"
"9180906","CAPETAN TASSOS","In Service/Commission","20000126","2000",75100,39783,"Lloyd's Register 2000-01-26","Greece","Bulk Carrier",10750,0,14616,0,34.50,36.00,182.30,"DF","Distillate Fuel",2467.90,"RF","Residual Fuel",6,5,1,"B&W","6S60MC","2","Oil",0,"Tri-Marine SA","Greece","Greece","Tri-Marine SA","Greece","Greece","Quattro Marine SA","Greece","Greece","Tri-Marine SA","5680047","Greece","Greece","Liberia","GRC","Tri-Marine SA","5680047","Greece","Greece","GRC","Liberia","Tri-Marine SA","Greece","GRC","Greece","Liberia","5680047"
"9180918","MARINA","In Service/Commission","20000426","2000",75122,39783,"Lloyd's Register 2000-04-26","Greece","Bulk Carrier",10750,0,14616,0,34.50,36.00,182.30,"DF","Distillate Fuel",2467.90,"RF","Residual Fuel",6,5,1,"B&W","6S60MC","2","Oil",0,"Neda Maritime Agency Co Ltd","Greece","Greece","Neda Maritime Agency Co Ltd","Greece","Greece","Power Transportation ENE","Greece","Greece","Neda Maritime Agency Co Ltd","0081371","Greece","Greece","Liberia","GRC","Neda Maritime Agency Co Ltd","0081371","Greece","Greece","GRC","Liberia","Neda Maritime Agency Co Ltd","Greece","GRC","Greece","Liberia","0081371"
"9181041","KONSTANTINOS D","In Service/Commission","20000127","2000",50326,27992,"Nippon Kaiji Kyokai 2000-02","Liberia","Bulk Carrier",8090,0,10999,0,.00,.00,1830.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"B&W","6S50MC-C","2","Oil",0,"Hellenic Carriers Ltd","Greece","Greece","Hellenic Shipmanagement Corp","Greece","Greece","Vergina I Shipping Ltd","Greece","Greece","Hellenic Shipmanagement Corp","5357815","Greece","Greece","Marshall Islands","GRC","Mantinia Shipping Co SA","0078283","Greece","Greece","GRC","Panama","Hellenic Shipmanagement Corp","Greece","GRC","Greece","Marshall Islands","5357815"
"9181065","JORUNN KNUTSEN","In Service/Commission","20000419","2000",123011,72651,"Det Norske Veritas 2002-00","Norway","FSO, Oil",19978,0,27162,0,.00,.00,220.00,"DF","Distillate Fuel",4000.00,"RF","Residual Fuel",4,2,2,"B&W","7S50MC","2","Oil",0,"Knutsen OAS Shipping AS","Norway","Norway","Statoil Norge AS","Norway","Norway","Luky KS","Norway","Norway","Knutsen OAS Shipping AS","0367129","Norway","Norway","Norway","NOR","KNOT Management AS","5652631","Norway","Norway","NOR","Norway","KNOT Management AS","Norway","NOR","Norway","Norway","5652631"
"9181091","ZURBARAN","In Service/Commission","20000226","2000",7396,22152,"Lloyd's Register 2000-02-26","Spain (Csr)","Passenger/Ro-Ro Ship (Vehicles)",23760,0,32304,0,.00,105.00,13.00,"DF","Distillate Fuel",938.00,"RF","Residual Fuel",7,3,4,"Wartsila","9L38","4","Oil",0,"Acciona Trasmediterranea","Spain","Spain","Acciona Trasmediterranea","Spain","Spain","Acciona Trasmediterranea","Spain","Spain","Acciona Trasmediterranea","0336577","Spain","Spain","Spain","SPN","Acciona Trasmediterranea","0336577","Spain","Spain","SPN","Spain","  Unknown","","","","","9991001"
"9181106","EUROPEAN ENDEAVOUR","In Service/Commission","20080914","2000",7477,22152,"Lloyd's Register 2000-09-12","Bahamas","Passenger/Ro-Ro Ship (Vehicles)",23760,0,32304,0,.00,105.00,13.00,"DF","Distillate Fuel",938.00,"RF","Residual Fuel",7,3,4,"Wartsila","9L38","4","Oil",0,"P&O","United Arab Emirates","United Kingdom","P&O Ferries Ltd","United Arab Emirates","United Kingdom","RBS Asset Finance Europe Ltd","United Kingdom","United Kingdom","P&O Ferries Ltd","0016363","United Arab Emirates","United Kingdom","United Kingdom","GBI","P&O Ferries Holdings Ltd","5299962","United Arab Emirates","United Kingdom","GBI","United Kingdom","P&O Ferries Holdings Ltd","United Kingdom","GBI","United Arab Emirates","United Kingdom","5299962"
"9181194","MARINA M","In Service/Commission","20000228","2000",308491,159187,"Lloyd's Register 2000-02-28","Malta","Crude Oil Tanker",27165,0,36934,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",5,4,1,"Sulzer","7RTA84T-B","2","Oil",0,"Eastern Mediterranean Mtme-LIE","Greece","Greece","Eastern Mediterranean Mtme-LIE","Greece","Greece","Maruska Shipping Ltd","Greece","Greece","Eastern Mediterranean Mtme-LIE","1252195","Greece","Greece","Liechtenstein","GRC","Eastern Mediterranean Mtme-LIE","1252195","Greece","Greece","GRC","Liechtenstein","Eastern Mediterranean Mtme-LIE","Greece","GRC","Greece","Liechtenstein","1252195"
"9181675","MSC SARAH","In Service/Commission","20140204","2000",67795,53208,"Germanischer Lloyd 2002-00","Malta","Container Ship (Fully Cellular)",41145,0,55941,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",1,,1,"B&W","9K90MC","2","Oil",4400,"WEC Lines BV","Netherlands","Netherlands","MSC Mediterranean Shipping Co","Switzerland","Switzerland","Holland Maas Beheer II BV","Netherlands","Switzerland","MSC Shipmanagement Ltd","1535947","Switzerland","Cyprus","Cyprus","CYP","MSC Shipmanagement Ltd","1535947","Switzerland","Cyprus","CYP","Cyprus","MSC Shipmanagement Ltd","Cyprus","CYP","Switzerland","Cyprus","1535947"
"9182203","SKANDI PATAGONIA","In Service/Commission","20001019","2000",3722,4641,"Det Norske Veritas 2000-10","Norway (Nis)","Offshore Tug/Supply Ship",10260,0,13950,0,.00,.00,1380.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",4,,4,"Wartsila","8L32","4","Oil",0,"DOF ASA","Norway","Norway","DOF Management AS","Norway","Norway","DOF Subsea Rederi AS","Norway","Norway","DOF Management AS","1294033","Norway","Norway","Norway","NOR","DOF Management AS","1294033","Norway","Norway","NOR","Norway","DOF Management AS","Norway","NOR","Norway","Norway","1294033"
"9182306","LUCKY TRADER","In Service/Commission","20000428","2000",298677,159397,"Bureau Veritas 2013-05","Malta","Crude Oil Tanker",25487,22942,34652,31192,92.00,95.00,473.10,"DF","Distillate Fuel",7103.60,"RF","Residual Fuel",1,,1,"B&W","7S80MC","2","Oil",0,"Eastern Mediterranean Mtme-LIE","Greece","Greece","Eastern Mediterranean Mtme-LIE","Greece","Greece","Options Shipping","Greece","Greece","Eastern Mediterranean Mtme-LIE","1252195","Greece","Greece","Liechtenstein","GRC","Eastern Mediterranean Mtme-LIE","1252195","Greece","Greece","GRC","Liechtenstein","Eastern Mediterranean Mtme-LIE","Greece","GRC","Greece","Liechtenstein","1252195"
"9182318","C. DREAM","In Service/Commission","20000703","2000",298570,159397,"American Bureau of Shipping 2000-07","Hong Kong, China","Crude Oil Tanker",25480,22940,34643,31189,92.00,95.00,473.10,"DF","Distillate Fuel",7103.60,"RF","Residual Fuel",1,,1,"MAN-B&W","7S80MC","2","Oil",0,"Navios Maritime Acquisition","United States Of America","Greece","Dalian Ocean Shipping Co","China, People's Republic Of","China, People's Republic Of","Shinyo Dream Ltd","United States Of America","Hong Kong, China","Univan Ship Management Ltd","0104949","Norway","Hong Kong, China","Hong Kong, China","HKG","Univan Ship Management Ltd","0104949","Norway","Hong Kong, China","HKG","Hong Kong, China","Univan Ship Management Ltd","Hong Kong, China","HKG","Norway","Hong Kong, China","0104949"
"9182356","COMET ACE","In Service/Commission","20000224","2000",14283,36615,"Nippon Kaiji Kyokai 2000-03","Panama","Vehicles Carrier",10592,9003,14401,12240,.00,41.70,120.00,"DF","Distillate Fuel",2020.00,"RF","Residual Fuel",1,,1,"Mitsubishi","8UEC52LS","2","Oil",0,"Meiji Shipping Group","Japan","Japan","Mitsui OSK Lines Ltd","Japan","Japan","Bright Ocean Maritime","Japan","Japan","MMS Co Ltd","0979251","Japan","Japan","Japan","JPN","MMS Co Ltd","0979251","Japan","Japan","JPN","Japan","MMS Co Ltd","Japan","JPN","Japan","Japan","0979251"
"9182368","ASTRAL ACE","In Service/Commission","20000523","2000",14353,36615,"Nippon Kaiji Kyokai 2000-07","Panama","Vehicles Carrier",10592,9002,14401,12239,.00,.00,120.00,"DF","Distillate Fuel",2020.00,"RF","Residual Fuel",1,,1,"Mitsubishi","8UEC52LA","2","Oil",0,"Mitsui OSK Lines Ltd","Japan","Japan","Mitsui OSK Lines Ltd","Japan","Japan","Astral Shipholding SA","Japan","Japan","MOLSHIP","0694657","Japan","Japan","Japan","JPN","MOLSHIP","0694657","Japan","Japan","JPN","Japan","MOLSHIP","Japan","JPN","Japan","Japan","0694657"
"9182629","CAPE FLORA","In Service/Commission","20000421","2000",164361,83056,"Nippon Kaiji Kyokai 2000-04","Panama","Ore Carrier",15079,12817,20501,17426,51.80,53.30,280.00,"DF","Distillate Fuel",4490.00,"RF","Residual Fuel",1,,1,"Mitsubishi","6UEC75LSII","2","Oil",0,"Kawasaki Kisen Kaisha Ltd","Japan","Japan","Kawasaki Kisen Kaisha Ltd","Japan","Japan","Siboney Maritime SA","Japan","Japan","Taiyo Nippon Kisen Co Ltd","0255909","Japan","Japan","Japan","JPN","Taiyo Nippon Kisen Co Ltd","0255909","Japan","Japan","JPN","Japan","Taiyo Nippon Kisen Co Ltd","Japan","JPN","Japan","Japan","0255909"
"9182643","SAMARIA","In Service/Commission","20001123","2000",25450,19131,"Germanischer Lloyd 2000-00","Cyprus","Container Ship (Fully Cellular)",16969,0,23071,0,.00,65.00,86.30,"DF","Distillate Fuel",1656.00,"RF","Residual Fuel",1,,1,"B&W","6L70MC","2","Oil",1716,"Ahrenkiel Steamship GmbH & Co","Germany","Germany","Delmas SAS","France","France","Samaria Schiffahrtsgesell","Germany","Germany","Nordic Hamburg Shipmgmt GmbH","5431251","Germany","Germany","Germany","GEU","Nordic Hamburg Shipmgmt GmbH","5431251","Germany","Germany","GEU","Germany","Nordic Hamburg Shipmgmt GmbH","Germany","GEU","Germany","Germany","5431251"
"9182710","CERTOUX","In Service/Commission","20050720","2000",169159,86192,"American Bureau of Shipping 2012-11","Bermuda","Bulk Carrier",16859,14329,22921,19482,53.50,55.50,226.20,"DF","Distillate Fuel",4102.50,"RF","Residual Fuel",4,3,1,"B&W","6S70MC","2","Oil",0,"SwissMarine Corp Ltd","Bermuda","Bermuda","SwissMarine Services SA","Bermuda","Switzerland","Thornlands International Ltd","Bermuda","Switzerland","SwissMarine Services SA","5326574","Bermuda","Switzerland","Switzerland","SWZ","Dockendale Ship Management DMC","5567926","United Arab Emirates","United Arab Emirates","UAE","United Arab Emirates","Dockendale Ship Management DMC","United Arab Emirates","UAE","United Arab Emirates","United Arab Emirates","5567926"
"9182796","MAR ADRIANA","In Service/Commission","20020415","2002",18736,11377,"Lloyd's Register 2002-04-15","Malta","Chemical/Products Tanker",6480,0,8810,0,.00,15.50,109.00,"DF","Distillate Fuel",791.00,"RF","Residual Fuel",6,5,1,"MAN-B&W","9L40/54","4","Oil",0,"SCF Marpetrol SA","Russia","Spain","MAREXCO","Russia","Spain","Marot Naviera SA","Russia","Spain","MAREXCO","5613594","Russia","Spain","Spain","SPN","Unicom Management Serv-CYP","1316943","Russia","Cyprus","CYP","Cyprus","Unicom Management Serv-CYP","Cyprus","CYP","Russia","Cyprus","1316943"
"9182966","STAR ISMENE","In Service/Commission","20061015","2000",46428,32628,"Det Norske Veritas 2000-00","Norway (Nis)","Open Hatch Cargo Ship",10518,9466,14300,12870,41.00,44.00,86.30,"DF","Distillate Fuel",1639.70,"RF","Residual Fuel",4,3,1,"B&W","6S60MC","2","Oil",2096,"Grieg Star AS","Norway","Norway","Atlantic Cargo Services AB","Norway","Sweden","Grieg International II","Norway","Norway","Grieg Star AS","0783281","Norway","Norway","Norway","NOR","Grieg Star AS","0783281","Norway","Norway","NOR","Norway","Grieg Star AS","Norway","NOR","Norway","Norway","0783281"
"9182978","STAR ISFJORD","In Service/Commission","20000531","2000",46428,32628,"Det Norske Veritas 2000-00","Norway (Nis)","Open Hatch Cargo Ship",11047,9466,15020,12870,.00,42.00,114.86,"DF","Distillate Fuel",1950.80,"RF","Residual Fuel",4,3,1,"B&W","6S60MC","2","Oil",2096,"Grieg Star AS","Norway","Norway","Grieg Star Shipping AS","Norway","Norway","Grieg Shipping II AS","Norway","Norway","Grieg Star AS","0783281","Norway","Norway","Norway","NOR","Grieg Star AS","0783281","Norway","Norway","NOR","Norway","Grieg Star AS","Norway","NOR","Norway","Norway","0783281"
"9183221","SALVATORE CAFIERO","In Service/Commission","20010315","2001",75668,40115,"Germanischer Lloyd 2011-03","Malta","Bulk Carrier",9121,7753,12401,10541,32.00,34.00,209.00,"DF","Distillate Fuel",2469.00,"RF","Residual Fuel",1,,1,"B&W","7S50MC-C","2","Oil",0,"Augustea Group","Italy","Italy","Augustea Atlantica SpA","Italy","Italy","Augustea Med Ltd","Italy","Malta","Augustea Atlantica SpA","1933966","Italy","Italy","Italy","ITL","Augustea Tecnoservice Srl","5719607","Italy","Italy","ITL","Italy","Augustea Tecnoservice Srl","Italy","ITL","Italy","Italy","5719607"
"9183245","GLOBAL PRODUCER III","In Service/Commission","20001005","2000",76000,54631,"Det Norske Veritas 2000-01","Isle Of Man","FPSO, Oil",10500,0,14276,0,.00,.00,1530.00,"DF","Distillate Fuel",.00,"NN","Not Applicable",8,4,4,"Wartsila","","4","Oil",0,"Moller AP","Denmark","Denmark","Maersk Oil og Gas AS","Denmark","Denmark","Maersk Oil UK Ltd","Denmark","United Kingdom","Maersk Oil UK Ltd","3026028","Denmark","United Kingdom","United Kingdom","GBI","Maersk Oil North Sea UK","3025886","Denmark","United Kingdom","GBI","United Kingdom","  Unknown","","","","","9991001"
"9183257","CHEMTRANS PETRI","In Service/Commission","20000107","2000",47228,28534,"Lloyd's Register 2004-12-22","Liberia","Crude/Oil Products Tanker",8562,7709,11641,10481,.00,33.40,110.00,"DF","Distillate Fuel",1569.21,"RF","Residual Fuel",5,4,1,"MAN-B&W","6S50MC","2","Oil",0,"Belships ASA","Norway","Norway","Handytankers K/S","Denmark","Denmark","Hayes Maritime Ltd","Norway","Singapore","Belchem Singapore Pte Ltd","5070349","Norway","Singapore","Singapore","SNG","Belchem Singapore Pte Ltd","5070349","Norway","Singapore","SNG","Singapore","Belchem Singapore Pte Ltd","Singapore","SNG","Norway","Singapore","5070349"
"9183506","CHINESE TAISHAN","In Service/Commission","20050605","2000",2352,24427,"Registro Italiano Navale 2011-02","Panama","Passenger/Cruise",37800,0,51392,0,.00,.00,.00,"YY","Yes, But Type Not Known",.00,"NN","Not Applicable",4,,4,"Wartsila","9L46C","4","Oil",0,"Shandong Bohai Ferry Co Ltd","China, People's Republic Of","China, People's Republic Of","Yantai Bohai Ferry Int'l Ship","China, People's Republic Of","China, People's Republic Of","Bohai Cruise Co Ltd","China, People's Republic Of","China, People's Republic Of","Yantai Bohai Ferry Int'l Ship","5786536","China, People's Republic Of","China, People's Republic Of","China, People's Republic Of","CHR","Yantai Bohai Ferry Int'l Ship","5786536","China, People's Republic Of","China, People's Republic Of","CHR","China, People's Republic Of","  Unknown","","","","","9991001"
"9183635","LION","In Service/Commission","20090531","2000",46162,27645,"American Bureau of Shipping 2000-01","Marshall Islands","Products Tanker",7679,6914,10440,9400,.00,.00,219.00,"DF","Distillate Fuel",1388.00,"RF","Residual Fuel",1,,1,"MAN-B&W","6S50MC","2","Oil",0,"Union Maritime Ltd","United Kingdom","United Kingdom","Union Maritime Ltd","United Kingdom","United Kingdom","Clion Ltd","United Kingdom","United Kingdom","Union Maritime Ltd","5428703","United Kingdom","United Kingdom","United Kingdom","GBI","V Ships Asia Group Pte Ltd","1889477","Monaco","Singapore","SNG","Singapore","V Ships Asia Group Pte Ltd","Singapore","SNG","Monaco","Singapore","1889477"
